,screen_name,id,followers,friends,number_tweets,number_tweets_intervals,mean_interval_tweets,variance_interval_tweets,standard_deviation_interval_tweets,number_tweets_week,monday_relative_frequence,tuesday_relative_frequence,wednesday_relative_frequence,thursday_relative_frequence,friday_relative_frequence,saturday_relative_frequence,sunday_relative_frequence,mean_day_week,variance_day_week,standard_deviation_day_week,number_hashtags,hashtag_per_tweet,profile_image_url,profile_image_url_https
479,euannecarvalhoo,1065969019,1163,1200,200,155,64.34,21871.06,147.89,200,0.015,0.345,0.17,0.23,0.105,0.06,0.075,28.57,448.24,21.17,0,0.00,http://pbs.twimg.com/profile_images/1003781760008761344/_jffuPh8_normal.jpg,https://pbs.twimg.com/profile_images/1003781760008761344/_jffuPh8_normal.jpg
480,ggxabi,735473426450747393,325,226,200,172,45.10,2427.88,49.27,200,0.14,0.0,0.0,0.21,0.225,0.07,0.355,28.57,585.10,24.19,3,1.00,http://pbs.twimg.com/profile_images/1005924773409542144/cYPvNRJF_normal.jpg,https://pbs.twimg.com/profile_images/1005924773409542144/cYPvNRJF_normal.jpg
481,Erika_Lais12,956728919855648768,21,26,200,162,505.80,843404.57,918.37,200,0.145,0.055,0.17,0.025,0.145,0.085,0.375,28.57,454.82,21.33,1,1.00,http://pbs.twimg.com/profile_images/1005555766047232000/49_29fir_normal.jpg,https://pbs.twimg.com/profile_images/1005555766047232000/49_29fir_normal.jpg
482,itwaalo,930436783883669504,588,604,200,170,387.21,224444.10,473.76,200,0.165,0.14,0.075,0.125,0.055,0.175,0.265,28.57,166.24,12.89,13,1.44,http://pbs.twimg.com/profile_images/1007842432954916864/nGN-cuH9_normal.jpg,https://pbs.twimg.com/profile_images/1007842432954916864/nGN-cuH9_normal.jpg
483,porralett_,2847246566,7337,4250,200,167,90.72,15194.63,123.27,200,0.14,0.0,0.0,0.0,0.12,0.4,0.34,28.57,952.82,30.87,3,1.50,http://pbs.twimg.com/profile_images/1008010696129503232/sPsky7DZ_normal.jpg,https://pbs.twimg.com/profile_images/1008010696129503232/sPsky7DZ_normal.jpg
484,TadeuSena1,959377282530979840,165,1415,200,166,3899.05,39831256.30,6311.20,200,0.17,0.125,0.125,0.16,0.205,0.115,0.1,28.57,46.53,6.82,13,1.00,http://pbs.twimg.com/profile_images/997199041631928320/wdrYUsod_normal.jpg,https://pbs.twimg.com/profile_images/997199041631928320/wdrYUsod_normal.jpg
485,taaifetter,877727991371051012,907,474,200,173,563.83,672362.95,819.98,200,0.175,0.0,0.05,0.24,0.29,0.08,0.165,28.57,374.82,19.36,0,0.00,http://pbs.twimg.com/profile_images/1008184133514874880/Vxy2RH2w_normal.jpg,https://pbs.twimg.com/profile_images/1008184133514874880/Vxy2RH2w_normal.jpg
486,maicon_daleste,2464097574,24573,20771,200,174,110.15,17888.10,133.75,200,0.39,0.0,0.0,0.0,0.0,0.03,0.58,28.57,1980.24,44.50,0,0.00,http://pbs.twimg.com/profile_images/986003744805531649/DIrqaoAf_normal.jpg,https://pbs.twimg.com/profile_images/986003744805531649/DIrqaoAf_normal.jpg
487,mazzarino_,787777001339887616,630,940,200,179,373.32,207731.66,455.78,200,0.14,0.0,0.0,0.0,0.23,0.335,0.295,28.57,736.53,27.14,0,0.00,http://pbs.twimg.com/profile_images/1000444464341704704/5u0An-yD_normal.jpg,https://pbs.twimg.com/profile_images/1000444464341704704/5u0An-yD_normal.jpg
488,nasc157,3341987135,4605,3904,200,169,3281.29,26925014.96,5188.93,200,0.115,0.155,0.225,0.185,0.125,0.07,0.125,28.57,87.96,9.38,1,1.00,http://pbs.twimg.com/profile_images/995570538356584448/eaVZtMXe_normal.jpg,https://pbs.twimg.com/profile_images/995570538356584448/eaVZtMXe_normal.jpg
489,HeeyKamy,825884929351352321,132,133,200,162,186.96,90512.91,300.85,200,0.315,0.25,0.065,0.1,0.035,0.12,0.115,28.57,353.96,18.81,3,1.00,http://pbs.twimg.com/profile_images/1008562838162591744/1AXCVIjz_normal.jpg,https://pbs.twimg.com/profile_images/1008562838162591744/1AXCVIjz_normal.jpg
490,CiteiNat,2689173177,8902,8447,200,181,551.97,307352.56,554.39,200,0.23,0.0,0.0,0.0,0.0,0.255,0.515,28.57,1373.10,37.06,17,1.00,http://pbs.twimg.com/profile_images/908877821497536512/rKA7Doax_normal.jpg,https://pbs.twimg.com/profile_images/908877821497536512/rKA7Doax_normal.jpg
491,bielsanfer,1396061772,13554,5730,200,173,19719.60,1031651779.68,32119.34,200,0.165,0.18,0.155,0.175,0.14,0.125,0.06,28.57,58.53,7.65,3,1.50,http://pbs.twimg.com/profile_images/1002317473486647297/k_YTiO4k_normal.jpg,https://pbs.twimg.com/profile_images/1002317473486647297/k_YTiO4k_normal.jpg
492,Milensd,4657873337,539,423,200,173,816.49,1576283.06,1255.50,200,0.235,0.09,0.2,0.095,0.11,0.095,0.175,28.57,121.39,11.02,3,1.00,http://pbs.twimg.com/profile_images/1007420932665827328/ZVnMQR2r_normal.jpg,https://pbs.twimg.com/profile_images/1007420932665827328/ZVnMQR2r_normal.jpg
493,LCzadaSilva,798779597827424256,1837,1641,200,168,454.07,346935.89,589.01,200,0.43,0.18,0.075,0.13,0.045,0.065,0.075,28.57,621.96,24.94,4,1.33,http://pbs.twimg.com/profile_images/1001618627320336384/HfJS147a_normal.jpg,https://pbs.twimg.com/profile_images/1001618627320336384/HfJS147a_normal.jpg
494,yxswxn,786391360601485312,23159,16774,200,171,284.17,129864.39,360.37,200,0.225,0.0,0.0,0.0,0.0,0.4,0.375,28.57,1190.82,34.51,1,1.00,http://pbs.twimg.com/profile_images/1005578927291682817/Lpttb06O_normal.jpg,https://pbs.twimg.com/profile_images/1005578927291682817/Lpttb06O_normal.jpg
