,screen_name,id,followers,friends,number_tweets,number_tweets_intervals,mean_interval_tweets,variance_interval_tweets,standard_deviation_interval_tweets,number_tweets_week,monday_relative_frequence,tuesday_relative_frequence,wednesday_relative_frequence,thursday_relative_frequence,friday_relative_frequence,saturday_relative_frequence,sunday_relative_frequence,mean_day_week,variance_day_week,standard_deviation_day_week,number_hashtags,hashtag_per_tweet,profile_image_url,profile_image_url_https
0,nilmoretto,52499387,1052132,1491,200,172,1007.97,1567751.18,1252.10,200,0.245,0.14,0.07,0.11,0.16,0.11,0.165,28.57,106.82,10.34,11,1.22,http://pbs.twimg.com/profile_images/745438711815376897/__dLHJyE_normal.jpg,https://pbs.twimg.com/profile_images/745438711815376897/__dLHJyE_normal.jpg
1,mxccbs,2562651413,645,408,200,186,15715.27,479036260.12,21886.90,200,0.145,0.185,0.125,0.14,0.2,0.075,0.13,28.57,57.96,7.61,3,1.00,http://pbs.twimg.com/profile_images/1003358219966742529/RomI24ZQ_normal.jpg,https://pbs.twimg.com/profile_images/1003358219966742529/RomI24ZQ_normal.jpg
2,LucasBr24246978,954064255225073664,7,378,200,180,17109.94,776721262.71,27869.72,200,0.19,0.125,0.125,0.16,0.11,0.05,0.24,28.57,127.39,11.29,11,1.38,http://pbs.twimg.com/profile_images/983106333930147840/XoJPWu-D_normal.jpg,https://pbs.twimg.com/profile_images/983106333930147840/XoJPWu-D_normal.jpg
3,mxccbs,2562651413,645,408,200,186,15715.27,479036260.12,21886.90,200,0.145,0.185,0.125,0.14,0.2,0.075,0.13,28.57,57.96,7.61,3,1.00,http://pbs.twimg.com/profile_images/1003358219966742529/RomI24ZQ_normal.jpg,https://pbs.twimg.com/profile_images/1003358219966742529/RomI24ZQ_normal.jpg
4,LucasBr24246978,954064255225073664,7,378,200,180,17109.94,776721262.71,27869.72,200,0.19,0.125,0.125,0.16,0.11,0.05,0.24,28.57,127.39,11.29,11,1.38,http://pbs.twimg.com/profile_images/983106333930147840/XoJPWu-D_normal.jpg,https://pbs.twimg.com/profile_images/983106333930147840/XoJPWu-D_normal.jpg
5,glp39,2574810392,26948,19287,200,165,1215.16,6071727.26,2464.09,200,0.245,0.15,0.255,0.26,0.055,0.01,0.025,28.57,434.53,20.85,72,1.33,http://pbs.twimg.com/profile_images/983752311016075264/w9UCKTc9_normal.jpg,https://pbs.twimg.com/profile_images/983752311016075264/w9UCKTc9_normal.jpg
6,MaiconSaviato,3285797855,1026,4979,200,171,9.31,36.92,6.08,200,0.235,0.015,0.095,0.215,0.095,0.12,0.225,28.57,239.39,15.47,62,1.27,http://pbs.twimg.com/profile_images/886803891794452480/eDgGbULz_normal.jpg,https://pbs.twimg.com/profile_images/886803891794452480/eDgGbULz_normal.jpg
7,joguefacil,900446956106985473,437,1634,200,182,16365.86,902808926.81,30046.78,200,0.095,0.245,0.415,0.07,0.13,0.015,0.03,28.57,693.39,26.33,78,2.52,http://pbs.twimg.com/profile_images/911275699549458432/gpvDhT_y_normal.jpg,https://pbs.twimg.com/profile_images/911275699549458432/gpvDhT_y_normal.jpg
8,GzNfps,2302200770,1771,1065,200,173,4276.01,54990496.38,7415.56,200,0.11,0.2,0.1,0.135,0.225,0.09,0.14,28.57,90.24,9.50,6,1.50,http://pbs.twimg.com/profile_images/1006528029143773190/kxffUeb6_normal.jpg,https://pbs.twimg.com/profile_images/1006528029143773190/kxffUeb6_normal.jpg
9,mxccbs,2562651413,645,408,200,186,15715.27,479036260.12,21886.90,200,0.145,0.185,0.125,0.14,0.2,0.075,0.13,28.57,57.96,7.61,3,1.00,http://pbs.twimg.com/profile_images/1003358219966742529/RomI24ZQ_normal.jpg,https://pbs.twimg.com/profile_images/1003358219966742529/RomI24ZQ_normal.jpg
10,LucasBr24246978,954064255225073664,7,378,200,180,17109.94,776721262.71,27869.72,200,0.19,0.125,0.125,0.16,0.11,0.05,0.24,28.57,127.39,11.29,11,1.38,http://pbs.twimg.com/profile_images/983106333930147840/XoJPWu-D_normal.jpg,https://pbs.twimg.com/profile_images/983106333930147840/XoJPWu-D_normal.jpg
11,junnecap,761679712666132480,21,106,200,161,199.48,19108.37,138.23,200,0.0,0.04,0.09,0.43,0.13,0.155,0.155,28.57,666.82,25.82,6,1.00,http://pbs.twimg.com/profile_images/1004897996797038592/xxT41CGF_normal.jpg,https://pbs.twimg.com/profile_images/1004897996797038592/xxT41CGF_normal.jpg
12,Marcos73147042,850336244433399809,514,1988,200,180,46984.34,4084063544.12,63906.68,200,0.165,0.1,0.135,0.11,0.135,0.12,0.235,28.57,71.67,8.47,4,1.33,http://pbs.twimg.com/profile_images/960589809558450176/W6LdzPby_normal.jpg,https://pbs.twimg.com/profile_images/960589809558450176/W6LdzPby_normal.jpg
13,PHELLIPESAMPAI,978649505850683394,61,552,200,190,17075.08,339965933.22,18438.17,200,0.095,0.125,0.14,0.185,0.17,0.2,0.085,28.57,67.10,8.19,21,1.31,http://pbs.twimg.com/profile_images/990212738424205313/Iet5RtbH_normal.jpg,https://pbs.twimg.com/profile_images/990212738424205313/Iet5RtbH_normal.jpg
14,dioneyff,3984339279,194,223,200,175,62484.52,6588431750.47,81169.16,200,0.205,0.155,0.1,0.11,0.11,0.12,0.2,28.57,67.39,8.21,15,1.67,http://pbs.twimg.com/profile_images/946202520397012993/g0WoB-Ff_normal.jpg,https://pbs.twimg.com/profile_images/946202520397012993/g0WoB-Ff_normal.jpg
15,GeanSan16609824,966675452864684032,48,204,200,167,5144.63,84042273.00,9167.46,200,0.125,0.135,0.23,0.16,0.18,0.065,0.105,28.57,97.96,9.90,12,1.00,http://pbs.twimg.com/profile_images/979534380459847680/-Qt5npoR_normal.jpg,https://pbs.twimg.com/profile_images/979534380459847680/-Qt5npoR_normal.jpg
16,BryanLucasSFC,846011332872851457,380,1351,200,173,226.17,56709.75,238.14,200,0.0,0.0,0.2,0.4,0.4,0.0,0.0,28.57,1240.82,35.23,3,1.50,http://pbs.twimg.com/profile_images/993296322227818497/Jb96ucAr_normal.jpg,https://pbs.twimg.com/profile_images/993296322227818497/Jb96ucAr_normal.jpg
17,loterias_result,2979820617,1351,2556,200,194,14315.45,405292212.88,20131.87,200,0.14,0.07,0.26,0.14,0.155,0.1,0.135,28.57,120.53,10.98,213,1.65,http://pbs.twimg.com/profile_images/555775916463243265/-lfsvbZG_normal.png,https://pbs.twimg.com/profile_images/555775916463243265/-lfsvbZG_normal.png
18,glp39,2574810392,26948,19287,200,165,1215.16,6071727.26,2464.09,200,0.245,0.15,0.255,0.26,0.055,0.01,0.025,28.57,434.53,20.85,72,1.33,http://pbs.twimg.com/profile_images/983752311016075264/w9UCKTc9_normal.jpg,https://pbs.twimg.com/profile_images/983752311016075264/w9UCKTc9_normal.jpg
19,MaiconSaviato,3285797855,1026,4979,200,171,9.31,36.92,6.08,200,0.235,0.015,0.095,0.215,0.095,0.12,0.225,28.57,239.39,15.47,62,1.27,http://pbs.twimg.com/profile_images/886803891794452480/eDgGbULz_normal.jpg,https://pbs.twimg.com/profile_images/886803891794452480/eDgGbULz_normal.jpg
20,joguefacil,900446956106985473,437,1634,200,182,16365.86,902808926.81,30046.78,200,0.095,0.245,0.415,0.07,0.13,0.015,0.03,28.57,693.39,26.33,78,2.52,http://pbs.twimg.com/profile_images/911275699549458432/gpvDhT_y_normal.jpg,https://pbs.twimg.com/profile_images/911275699549458432/gpvDhT_y_normal.jpg
21,GzNfps,2302200770,1771,1065,200,173,4276.01,54990496.38,7415.56,200,0.11,0.2,0.1,0.135,0.225,0.09,0.14,28.57,90.24,9.50,6,1.50,http://pbs.twimg.com/profile_images/1006528029143773190/kxffUeb6_normal.jpg,https://pbs.twimg.com/profile_images/1006528029143773190/kxffUeb6_normal.jpg
22,pockmarcio,2447183222,10106,4351,200,165,2345.69,9133114.63,3022.10,200,0.095,0.14,0.185,0.125,0.23,0.105,0.12,28.57,79.67,8.93,1,1.00,http://pbs.twimg.com/profile_images/1006870381037318144/o7j9iBo3_normal.jpg,https://pbs.twimg.com/profile_images/1006870381037318144/o7j9iBo3_normal.jpg
23,DanielMatiaass,841821493000605697,4055,3397,200,174,1395.52,5155428.33,2270.56,200,0.075,0.05,0.24,0.135,0.22,0.17,0.11,28.57,174.24,13.20,10,1.00,http://pbs.twimg.com/profile_images/1006752784480395265/fd3e1XWS_normal.jpg,https://pbs.twimg.com/profile_images/1006752784480395265/fd3e1XWS_normal.jpg
24,francamentvitor,969696625252761601,53,82,200,192,27394.88,1256609581.41,35448.69,200,0.1,0.17,0.15,0.17,0.22,0.105,0.085,28.57,80.53,8.97,11,1.00,http://pbs.twimg.com/profile_images/1006526525796159488/qaEKVO0r_normal.jpg,https://pbs.twimg.com/profile_images/1006526525796159488/qaEKVO0r_normal.jpg
25,soulivmariaa,836400907613011968,741,564,200,177,9025.13,193398042.01,13906.76,200,0.12,0.21,0.09,0.17,0.175,0.085,0.15,28.57,74.24,8.62,1,1.00,http://pbs.twimg.com/profile_images/1006975146991681538/kLB9wOM1_normal.jpg,https://pbs.twimg.com/profile_images/1006975146991681538/kLB9wOM1_normal.jpg
26,Sbrynas_,904353654723026945,5709,4452,200,168,324.14,144944.13,380.72,200,0.345,0.115,0.2,0.1,0.15,0.0,0.09,28.57,399.96,20.00,1,1.00,http://pbs.twimg.com/profile_images/999811730245992448/MkORk11C_normal.jpg,https://pbs.twimg.com/profile_images/999811730245992448/MkORk11C_normal.jpg
27,MSeufetelli,982035623405080576,66,195,200,165,7430.41,139041326.50,11791.58,200,0.135,0.155,0.15,0.15,0.145,0.155,0.11,28.57,8.82,2.97,5,1.25,http://pbs.twimg.com/profile_images/1006949047335358465/gAsWyA6l_normal.jpg,https://pbs.twimg.com/profile_images/1006949047335358465/gAsWyA6l_normal.jpg
28,DonadioRei,846769651975667712,3245,4477,200,171,4445.91,31800639.66,5639.21,200,0.145,0.16,0.145,0.2,0.18,0.065,0.105,28.57,71.10,8.43,10,1.00,http://pbs.twimg.com/profile_images/890348194336579585/MjIjNw91_normal.jpg,https://pbs.twimg.com/profile_images/890348194336579585/MjIjNw91_normal.jpg
29,euukawann15,985578867887919111,833,600,200,165,409.75,320971.36,566.54,200,0.1,0.015,0.065,0.3,0.125,0.24,0.155,28.57,336.24,18.34,2,1.00,http://pbs.twimg.com/profile_images/1007661600097087490/AqmN3bF5_normal.jpg,https://pbs.twimg.com/profile_images/1007661600097087490/AqmN3bF5_normal.jpg
30,pretinho_01,784071074673721344,28265,26143,200,165,11.32,101.17,10.06,200,0.0,0.0,0.0,0.0,1.0,0.0,0.0,28.57,4897.96,69.99,63,2.17,http://pbs.twimg.com/profile_images/1004663961432788993/IJsqh0c2_normal.jpg,https://pbs.twimg.com/profile_images/1004663961432788993/IJsqh0c2_normal.jpg
31,Felipe2379,112550900,3081,5001,200,176,11663.75,260310141.95,16134.13,200,0.225,0.105,0.125,0.245,0.115,0.105,0.08,28.57,143.39,11.97,9,1.29,http://pbs.twimg.com/profile_images/378800000051480386/f3081bfb53d445347109e046c8a47d61_normal.jpeg,https://pbs.twimg.com/profile_images/378800000051480386/f3081bfb53d445347109e046c8a47d61_normal.jpeg
32,Lerilay,107492601,12713,1117,200,181,30788.39,1216551455.58,34879.10,200,0.12,0.175,0.16,0.24,0.195,0.07,0.04,28.57,170.82,13.07,6,1.50,http://pbs.twimg.com/profile_images/1004365500900696064/0L6uGp2-_normal.jpg,https://pbs.twimg.com/profile_images/1004365500900696064/0L6uGp2-_normal.jpg
33,TotalmenteRN,2575255789,2711,4997,200,171,14523.48,687356662.55,26217.49,200,0.125,0.185,0.225,0.085,0.195,0.16,0.025,28.57,166.24,12.89,38,1.31,http://pbs.twimg.com/profile_images/850093684913840134/MrGYrPwO_normal.jpg,https://pbs.twimg.com/profile_images/850093684913840134/MrGYrPwO_normal.jpg
34,021helo,798586007725740037,921,752,200,177,893.44,1411530.53,1188.08,200,0.24,0.185,0.08,0.2,0.005,0.03,0.26,28.57,365.10,19.11,4,1.00,http://pbs.twimg.com/profile_images/1006619679950032896/e5sdosfl_normal.jpg,https://pbs.twimg.com/profile_images/1006619679950032896/e5sdosfl_normal.jpg
35,cartola_c,892420699595448320,3967,5001,200,166,193.22,50057.43,223.74,200,0.05,0.095,0.245,0.22,0.065,0.035,0.29,28.57,380.82,19.51,47,1.47,http://pbs.twimg.com/profile_images/1007007314841358337/3NQXX-DH_normal.jpg,https://pbs.twimg.com/profile_images/1007007314841358337/3NQXX-DH_normal.jpg
36,FlaviiaSoares21,999434705341681666,516,478,200,168,367.07,303361.91,550.78,200,0.04,0.04,0.075,0.305,0.425,0.075,0.04,28.57,839.10,28.97,33,1.14,http://pbs.twimg.com/profile_images/1007675813930643462/Vb4mI4cE_normal.jpg,https://pbs.twimg.com/profile_images/1007675813930643462/Vb4mI4cE_normal.jpg
37,sangelafc,114559979,624,1143,200,168,3207.52,26515685.63,5149.34,200,0.24,0.16,0.08,0.115,0.245,0.02,0.14,28.57,228.53,15.12,10,1.25,http://pbs.twimg.com/profile_images/1006199915607920641/efJV73AC_normal.jpg,https://pbs.twimg.com/profile_images/1006199915607920641/efJV73AC_normal.jpg
38,_HumoristaFail,790352304826351616,40944,17602,200,183,147.29,38740.42,196.83,200,0.0,0.0,0.0,0.0,1.0,0.0,0.0,28.57,4897.96,69.99,0,0.00,http://pbs.twimg.com/profile_images/822954146735288320/T1kivpcM_normal.jpg,https://pbs.twimg.com/profile_images/822954146735288320/T1kivpcM_normal.jpg
39,QueridoDialogo,2806992475,474416,86519,200,167,6552.97,21708915.54,4659.28,200,0.125,0.095,0.155,0.155,0.15,0.16,0.16,28.57,20.24,4.50,0,0.00,http://pbs.twimg.com/profile_images/984290679475097600/38-7PJqB_normal.jpg,https://pbs.twimg.com/profile_images/984290679475097600/38-7PJqB_normal.jpg
40,sohumcara,1913348768,41356,42219,200,170,1290.35,3074345.19,1753.38,200,0.21,0.17,0.18,0.19,0.16,0.055,0.035,28.57,162.82,12.76,13,1.00,http://pbs.twimg.com/profile_images/1004900711598084096/R4pyIEmb_normal.jpg,https://pbs.twimg.com/profile_images/1004900711598084096/R4pyIEmb_normal.jpg
41,uhe_julia,789866026217381888,501,645,200,175,130.87,25494.17,159.67,200,0.0,0.0,0.0,0.54,0.46,0.0,0.0,28.57,2059.10,45.38,26,1.44,http://pbs.twimg.com/profile_images/1007041270332747776/OY5P7Wge_normal.jpg,https://pbs.twimg.com/profile_images/1007041270332747776/OY5P7Wge_normal.jpg
42,valmircp,193290895,656,4961,200,175,229690.41,121444796029.93,348489.31,200,0.09,0.09,0.08,0.095,0.06,0.37,0.215,28.57,431.39,20.77,2,1.00,http://pbs.twimg.com/profile_images/479375506282803200/K_EYO4i3_normal.jpeg,https://pbs.twimg.com/profile_images/479375506282803200/K_EYO4i3_normal.jpeg
43,havaianasemtira,816049196,361,601,200,184,10616.44,222240709.49,14907.74,200,0.205,0.135,0.16,0.145,0.205,0.08,0.07,28.57,99.10,9.96,2,1.00,http://pbs.twimg.com/profile_images/1007398626249924608/IHZuQ7I3_normal.jpg,https://pbs.twimg.com/profile_images/1007398626249924608/IHZuQ7I3_normal.jpg
44,milecrvg27,739864621293699072,26730,20346,200,179,402.42,249870.82,499.87,200,0.0,0.215,0.185,0.32,0.28,0.0,0.0,28.57,676.53,26.01,2,2.00,http://pbs.twimg.com/profile_images/1006136711838134272/e1HXijW9_normal.jpg,https://pbs.twimg.com/profile_images/1006136711838134272/e1HXijW9_normal.jpg
45,GamerZorzo,830552537677836289,26,197,200,172,19350.65,1061061505.29,32573.94,200,0.09,0.095,0.205,0.125,0.075,0.185,0.225,28.57,127.96,11.31,33,1.57,http://pbs.twimg.com/profile_images/1005834492429422592/86EqqSqq_normal.jpg,https://pbs.twimg.com/profile_images/1005834492429422592/86EqqSqq_normal.jpg
46,caioiosilva19,3104693585,60,1310,200,186,14147.42,346307091.02,18609.33,200,0.18,0.105,0.065,0.16,0.095,0.13,0.265,28.57,151.67,12.32,4,1.00,http://pbs.twimg.com/profile_images/801592104518615041/jmHf-ZrS_normal.jpg,https://pbs.twimg.com/profile_images/801592104518615041/jmHf-ZrS_normal.jpg
47,fc20601cca84480,2826292857,30,198,200,177,23289.06,1127187337.77,33573.61,200,0.05,0.085,0.15,0.14,0.12,0.175,0.28,28.57,185.10,13.61,1,1.00,http://pbs.twimg.com/profile_images/988040824100413440/HZUZZBEj_normal.jpg,https://pbs.twimg.com/profile_images/988040824100413440/HZUZZBEj_normal.jpg
48,DerikFerreira_,83939577,673,657,200,172,4402.08,40651684.03,6375.87,200,0.2,0.105,0.155,0.195,0.185,0.085,0.075,28.57,98.82,9.94,8,1.14,http://pbs.twimg.com/profile_images/1006884228896870400/m6FRMZIq_normal.jpg,https://pbs.twimg.com/profile_images/1006884228896870400/m6FRMZIq_normal.jpg
49,pockmarcio,2447183222,10106,4351,200,165,2345.69,9133114.63,3022.10,200,0.095,0.14,0.185,0.125,0.23,0.105,0.12,28.57,79.67,8.93,1,1.00,http://pbs.twimg.com/profile_images/1006870381037318144/o7j9iBo3_normal.jpg,https://pbs.twimg.com/profile_images/1006870381037318144/o7j9iBo3_normal.jpg
50,DanielMatiaass,841821493000605697,4055,3397,200,174,1395.52,5155428.33,2270.56,200,0.075,0.05,0.24,0.135,0.22,0.17,0.11,28.57,174.24,13.20,10,1.00,http://pbs.twimg.com/profile_images/1006752784480395265/fd3e1XWS_normal.jpg,https://pbs.twimg.com/profile_images/1006752784480395265/fd3e1XWS_normal.jpg
51,francamentvitor,969696625252761601,53,82,200,192,27394.88,1256609581.41,35448.69,200,0.1,0.17,0.15,0.17,0.22,0.105,0.085,28.57,80.53,8.97,11,1.00,http://pbs.twimg.com/profile_images/1006526525796159488/qaEKVO0r_normal.jpg,https://pbs.twimg.com/profile_images/1006526525796159488/qaEKVO0r_normal.jpg
52,soulivmariaa,836400907613011968,741,564,200,177,9025.13,193398042.01,13906.76,200,0.12,0.21,0.09,0.17,0.175,0.085,0.15,28.57,74.24,8.62,1,1.00,http://pbs.twimg.com/profile_images/1006975146991681538/kLB9wOM1_normal.jpg,https://pbs.twimg.com/profile_images/1006975146991681538/kLB9wOM1_normal.jpg
53,Sbrynas_,904353654723026945,5709,4452,200,168,324.14,144944.13,380.72,200,0.345,0.115,0.2,0.1,0.15,0.0,0.09,28.57,399.96,20.00,1,1.00,http://pbs.twimg.com/profile_images/999811730245992448/MkORk11C_normal.jpg,https://pbs.twimg.com/profile_images/999811730245992448/MkORk11C_normal.jpg
54,MSeufetelli,982035623405080576,66,195,200,165,7430.41,139041326.50,11791.58,200,0.135,0.155,0.15,0.15,0.145,0.155,0.11,28.57,8.82,2.97,5,1.25,http://pbs.twimg.com/profile_images/1006949047335358465/gAsWyA6l_normal.jpg,https://pbs.twimg.com/profile_images/1006949047335358465/gAsWyA6l_normal.jpg
55,SamuelB88473675,1000898949560131584,174,267,200,160,58.83,4508.42,67.14,200,0.57,0.045,0.15,0.065,0.015,0.0,0.155,28.57,1343.10,36.65,6,1.20,http://pbs.twimg.com/profile_images/1005788440896724992/ESnMgwDL_normal.jpg,https://pbs.twimg.com/profile_images/1005788440896724992/ESnMgwDL_normal.jpg
56,_Sukaza,704083103120285696,1548,2847,200,170,11351.69,454681962.56,21323.27,200,0.065,0.165,0.255,0.245,0.06,0.085,0.125,28.57,229.10,15.14,1,1.00,http://pbs.twimg.com/profile_images/948068246795808768/u9J7u6kn_normal.jpg,https://pbs.twimg.com/profile_images/948068246795808768/u9J7u6kn_normal.jpg
57,delcaropamela,859830414327898112,277,90,200,161,1302.83,7509228.81,2740.30,200,0.13,0.145,0.035,0.145,0.175,0.125,0.245,28.57,134.82,11.61,13,1.00,http://pbs.twimg.com/profile_images/1006515419719634944/mmRX095d_normal.jpg,https://pbs.twimg.com/profile_images/1006515419719634944/mmRX095d_normal.jpg
58,xandim_17,988089068113354752,151,138,200,173,577.52,944399.66,971.80,200,0.205,0.165,0.115,0.15,0.145,0.0,0.22,28.57,180.24,13.43,4,1.33,http://pbs.twimg.com/profile_images/1001900593806544898/uMWVWWAl_normal.jpg,https://pbs.twimg.com/profile_images/1001900593806544898/uMWVWWAl_normal.jpg
59,arthurluizz_,4847839774,660,299,200,183,22775.51,990095851.12,31465.79,200,0.155,0.165,0.08,0.13,0.19,0.11,0.17,28.57,50.24,7.09,5,1.25,http://pbs.twimg.com/profile_images/1007479779124228096/OkdSm7Nz_normal.jpg,https://pbs.twimg.com/profile_images/1007479779124228096/OkdSm7Nz_normal.jpg
60,thais_lange,970119229608464384,355,253,200,165,1059.04,1943439.31,1394.07,200,0.095,0.1,0.16,0.185,0.085,0.14,0.235,28.57,103.10,10.15,3,1.00,http://pbs.twimg.com/profile_images/1006660625328635906/ePfh04Pp_normal.jpg,https://pbs.twimg.com/profile_images/1006660625328635906/ePfh04Pp_normal.jpg
61,jheninha_051,914163474552541184,480,539,200,167,615.91,1289717.02,1135.66,200,0.215,0.3,0.2,0.08,0.125,0.045,0.035,28.57,335.10,18.31,0,0.00,http://pbs.twimg.com/profile_images/1007434116042719232/cl4sZEwV_normal.jpg,https://pbs.twimg.com/profile_images/1007434116042719232/cl4sZEwV_normal.jpg
62,mikaellasnl,551258723,1913,1295,200,160,313.62,336667.67,580.23,200,0.255,0.12,0.09,0.13,0.145,0.21,0.05,28.57,166.82,12.92,3,1.00,http://pbs.twimg.com/profile_images/1007719597489971200/9QjuTRku_normal.jpg,https://pbs.twimg.com/profile_images/1007719597489971200/9QjuTRku_normal.jpg
63,majucicutti,893167255198064641,382,100,200,161,80.49,10308.49,101.53,200,0.11,0.16,0.185,0.23,0.095,0.105,0.115,28.57,87.10,9.33,2,1.00,http://pbs.twimg.com/profile_images/1007077628036177920/yFbNbu5x_normal.jpg,https://pbs.twimg.com/profile_images/1007077628036177920/yFbNbu5x_normal.jpg
64,CarolMMIII,896366258362486785,89,394,200,169,30089.76,2591199873.88,50903.83,200,0.145,0.185,0.145,0.045,0.14,0.145,0.195,28.57,80.53,8.97,6,1.20,http://pbs.twimg.com/profile_images/994166244793311232/8UHJU66s_normal.jpg,https://pbs.twimg.com/profile_images/994166244793311232/8UHJU66s_normal.jpg
65,GladstonMartin3,974339400988491776,703,1162,200,187,16491.09,335960103.55,18329.21,200,0.13,0.145,0.13,0.185,0.225,0.165,0.02,28.57,139.67,11.82,11,1.00,http://pbs.twimg.com/profile_images/1007614658017202176/kntMbOpr_normal.jpg,https://pbs.twimg.com/profile_images/1007614658017202176/kntMbOpr_normal.jpg
66,Luluwaquimaker,735237330030743552,103,112,200,165,5586.63,182086716.11,13493.95,200,0.29,0.115,0.185,0.05,0.08,0.05,0.23,28.57,302.82,17.40,2,1.00,http://pbs.twimg.com/profile_images/981310087494078466/ZrGq78nd_normal.jpg,https://pbs.twimg.com/profile_images/981310087494078466/ZrGq78nd_normal.jpg
67,jessican_cat,932426538301165568,140,348,200,154,113.12,17810.05,133.45,200,0.11,0.185,0.205,0.09,0.245,0.115,0.05,28.57,167.67,12.95,1,1.00,http://pbs.twimg.com/profile_images/1004170668324392960/cuwUMjHZ_normal.jpg,https://pbs.twimg.com/profile_images/1004170668324392960/cuwUMjHZ_normal.jpg
68,beaassantos,779516290235002880,318,295,200,160,472.68,918775.20,958.53,200,0.22,0.075,0.12,0.135,0.055,0.08,0.315,28.57,299.67,17.31,0,0.00,http://pbs.twimg.com/profile_images/1003478362239721479/dx8iY6ls_normal.jpg,https://pbs.twimg.com/profile_images/1003478362239721479/dx8iY6ls_normal.jpg
69,IsabellaSchwan2,725510213336440833,1229,964,200,173,13998.12,637371953.22,25246.23,200,0.17,0.14,0.075,0.195,0.11,0.15,0.16,28.57,54.24,7.37,2,1.00,http://pbs.twimg.com/profile_images/1005993568048222208/-s7MMgIg_normal.jpg,https://pbs.twimg.com/profile_images/1005993568048222208/-s7MMgIg_normal.jpg
70,arctiza,2244215358,2256,1610,200,165,137.99,34074.15,184.59,200,0.24,0.13,0.17,0.195,0.02,0.0,0.245,28.57,337.10,18.36,7,1.00,http://pbs.twimg.com/profile_images/1000714971498602496/AuyKzFWS_normal.jpg,https://pbs.twimg.com/profile_images/1000714971498602496/AuyKzFWS_normal.jpg
71,eualissonbrando,3437248217,3198,2896,200,159,6.31,87.29,9.34,200,0.14,0.135,0.085,0.19,0.235,0.14,0.075,28.57,107.10,10.35,77,1.01,http://pbs.twimg.com/profile_images/993305478003412992/dGlzfBRI_normal.jpg,https://pbs.twimg.com/profile_images/993305478003412992/dGlzfBRI_normal.jpg
72,ficaveis,872602379409125376,37817,37521,200,196,61031.60,1131815687.82,33642.47,200,0.13,0.145,0.145,0.15,0.175,0.115,0.14,28.57,11.67,3.42,0,0.00,http://pbs.twimg.com/profile_images/1006658333430943746/f0exd-2h_normal.jpg,https://pbs.twimg.com/profile_images/1006658333430943746/f0exd-2h_normal.jpg
73,joaodacp1,838506318151438337,4805,4066,200,154,33.57,2239.83,47.33,200,0.14,0.01,0.015,0.08,0.63,0.11,0.015,28.57,1672.53,40.90,0,0.00,http://pbs.twimg.com/profile_images/851653972964368386/C21cv-Ok_normal.jpg,https://pbs.twimg.com/profile_images/851653972964368386/C21cv-Ok_normal.jpg
74,Danieldocjt,1000492723827339274,1341,1905,200,169,257.28,92902.76,304.80,200,0.0,0.0,0.335,0.355,0.31,0.0,0.0,28.57,1094.24,33.08,11,1.00,http://pbs.twimg.com/profile_images/1004067160602357760/3un1rgSm_normal.jpg,https://pbs.twimg.com/profile_images/1004067160602357760/3un1rgSm_normal.jpg
75,btrxm_,869402685795168256,2552,1272,200,175,58.65,5444.60,73.79,200,0.0,0.0,0.0,0.0,1.0,0.0,0.0,28.57,4897.96,69.99,0,0.00,http://pbs.twimg.com/profile_images/1007381980533723136/156VCXOG_normal.jpg,https://pbs.twimg.com/profile_images/1007381980533723136/156VCXOG_normal.jpg
76,GTRodriguesg,899049542510891008,1795,2482,200,157,79.39,15278.07,123.60,200,0.0,0.08,0.175,0.265,0.48,0.0,0.0,28.57,1113.10,33.36,2,1.00,http://pbs.twimg.com/profile_images/998174881236725760/LC5KNYBe_normal.jpg,https://pbs.twimg.com/profile_images/998174881236725760/LC5KNYBe_normal.jpg
77,_rayaras,4740190222,7961,7903,200,171,4587.68,61581502.15,7847.39,200,0.11,0.11,0.16,0.155,0.165,0.095,0.205,28.57,52.82,7.27,3,1.00,http://pbs.twimg.com/profile_images/1006641432562733057/wIVqkGDu_normal.jpg,https://pbs.twimg.com/profile_images/1006641432562733057/wIVqkGDu_normal.jpg
78,andrebijegas,2719135947,47028,45327,200,181,31621.86,2468225226.22,49681.24,200,0.15,0.225,0.18,0.125,0.115,0.105,0.1,28.57,71.67,8.47,92,1.46,http://pbs.twimg.com/profile_images/588781700408340481/r9v8-exa_normal.jpg,https://pbs.twimg.com/profile_images/588781700408340481/r9v8-exa_normal.jpg
79,eijoaooficial,2463508790,20224,20119,200,163,2.93,10.73,3.28,200,0.34,0.315,0.05,0.015,0.28,0.0,0.0,28.57,874.82,29.58,18,1.12,http://pbs.twimg.com/profile_images/1005142900085350402/q72priPa_normal.jpg,https://pbs.twimg.com/profile_images/1005142900085350402/q72priPa_normal.jpg
80,Leo_morenoOfice,338553039,8602,8577,200,155,142.86,40667.15,201.66,200,0.085,0.175,0.15,0.15,0.355,0.045,0.04,28.57,397.96,19.95,113,1.51,http://pbs.twimg.com/profile_images/1007638051244400640/E5H25V40_normal.jpg,https://pbs.twimg.com/profile_images/1007638051244400640/E5H25V40_normal.jpg
